FTHG,FTAG,Date,season,HomeTeam,AwayTeam,FTR
2,2,10-09-2011,2011/2012,Everton,Aston Villa,D
0,5,10-09-2011,2011/2012,Bolton Wanderers,Manchester United,A
1,0,10-09-2011,2011/2012,Stoke City,Liverpool,H
0,1,11-09-2011,2011/2012,Norwich City,West Bromwich Albion,A
1,1,11-09-2011,2011/2012,Fulham,Blackburn Rovers,D
0,0,12-09-2011,2011/2012,Queens Park Rangers,Newcastle United,D
0,3,17-09-2011,2011/2012,Wolverhampton Wanderers,Queens Park Rangers,A
1,1,17-09-2011,2011/2012,Aston Villa,Newcastle United,D
3,0,17-09-2011,2011/2012,Swansea City,West Bromwich Albion,H
4,3,17-09-2011,2011/2012,Blackburn Rovers,Arsenal,H
1,2,17-09-2011,2011/2012,Bolton Wanderers,Norwich City,A
3,1,17-09-2011,2011/2012,Everton,Wigan Athletic,H
4,0,18-09-2011,2011/2012,Tottenham Hotspur,Liverpool,H
3,1,18-09-2011,2011/2012,Manchester United,Chelsea,H
4,0,18-09-2011,2011/2012,Sunderland,Stoke City,H
2,2,18-09-2011,2011/2012,Fulham,Manchester City,D
3,0,24-09-2011,2011/2012,Arsenal,Bolton Wanderers,H
2,0,24-09-2011,2011/2012,Manchester City,Everton,H
0,0,24-09-2011,2011/2012,West Bromwich Albion,Fulham,D
1,2,24-09-2011,2011/2012,Wigan Athletic,Tottenham Hotspur,A
3,1,24-09-2011,2011/2012,Newcastle United,Blackburn Rovers,H
2,1,24-09-2011,2011/2012,Liverpool,Wolverhampton Wanderers,H
1,1,24-09-2011,2011/2012,Stoke City,Manchester United,D
4,1,24-09-2011,2011/2012,Chelsea,Swansea City,H
1,1,25-09-2011,2011/2012,Queens Park Rangers,Aston Villa,D
2,1,26-09-2011,2011/2012,Norwich City,Sunderland,H
2,2,01-10-2011,2011/2012,Sunderland,West Bromwich Albion,D
2,0,01-10-2011,2011/2012,Manchester United,Norwich City,H
0,4,01-10-2011,2011/2012,Blackburn Rovers,Manchester City,A
1,2,01-10-2011,2011/2012,Wolverhampton Wanderers,Newcastle United,A
2,0,01-10-2011,2011/2012,Aston Villa,Wigan Athletic,H
0,2,01-10-2011,2011/2012,Everton,Liverpool,A
2,0,02-10-2011,2011/2012,Swansea City,Stoke City,H
6,0,02-10-2011,2011/2012,Fulham,Queens Park Rangers,H
2,1,02-10-2011,2011/2012,Tottenham Hotspur,Arsenal,H
1,5,02-10-2011,2011/2012,Bolton Wanderers,Chelsea,A
3,1,15-10-2011,2011/2012,Chelsea,Everton,H
3,1,15-10-2011,2011/2012,Norwich City,Swansea City,H
1,1,15-10-2011,2011/2012,Liverpool,Manchester United,D
4,1,15-10-2011,2011/2012,Manchester City,Aston Villa,H
1,1,15-10-2011,2011/2012,Queens Park Rangers,Blackburn Rovers,D
1,3,15-10-2011,2011/2012,Wigan Athletic,Bolton Wanderers,A
2,0,15-10-2011,2011/2012,Stoke City,Fulham,H
2,2,16-10-2011,2011/2012,Newcastle United,Tottenham Hotspur,D
2,1,16-10-2011,2011/2012,Arsenal,Sunderland,H
2,0,16-10-2011,2011/2012,West Bromwich Albion,Wolverhampton Wanderers,H
1,0,22-10-2011,2011/2012,Newcastle United,Wigan Athletic,H
0,2,22-10-2011,2011/2012,Bolton Wanderers,Sunderland,A
1,2,22-10-2011,2011/2012,Aston Villa,West Bromwich Albion,A
1,1,22-10-2011,2011/2012,Liverpool,Norwich City,D
2,2,22-10-2011,2011/2012,Wolverhampton Wanderers,Swansea City,D
1,0,23-10-2011,2011/2012,Queens Park Rangers,Chelsea,H
1,3,23-10-2011,2011/2012,Fulham,Everton,A
3,1,23-10-2011,2011/2012,Arsenal,Stoke City,H
1,6,23-10-2011,2011/2012,Manchester United,Manchester City,A
1,2,23-10-2011,2011/2012,Blackburn Rovers,Tottenham Hotspur,A
3,1,29-10-2011,2011/2012,Swansea City,Bolton Wanderers,H
0,2,29-10-2011,2011/2012,West Bromwich Albion,Liverpool,A
0,1,29-10-2011,2011/2012,Everton,Manchester United,A
3,1,29-10-2011,2011/2012,Manchester City,Wolverhampton Wanderers,H
3,5,29-10-2011,2011/2012,Chelsea,Arsenal,A
3,3,29-10-2011,2011/2012,Norwich City,Blackburn Rovers,D
2,2,29-10-2011,2011/2012,Sunderland,Aston Villa,D
0,2,29-10-2011,2011/2012,Wigan Athletic,Fulham,A
3,1,30-10-2011,2011/2012,Tottenham Hotspur,Queens Park Rangers,H
1,3,31-10-2011,2011/2012,Stoke City,Newcastle United,A
3,0,05-11-2011,2011/2012,Arsenal,West Bromwich Albion,H
0,0,05-11-2011,2011/2012,Liverpool,Swansea City,D
1,0,05-11-2011,2011/2012,Manchester United,Sunderland,H
2,3,05-11-2011,2011/2012,Queens Park Rangers,Manchester City,A
2,1,05-11-2011,2011/2012,Newcastle United,Everton,H
0,1,05-11-2011,2011/2012,Blackburn Rovers,Chelsea,A
3,2,05-11-2011,2011/2012,Aston Villa,Norwich City,H
1,3,06-11-2011,2011/2012,Fulham,Tottenham Hotspur,A
5,0,06-11-2011,2011/2012,Bolton Wanderers,Stoke City,H
3,1,06-11-2011,2011/2012,Wolverhampton Wanderers,Wigan Athletic,H
3,1,19-11-2011,2011/2012,Manchester City,Newcastle United,H
0,0,19-11-2011,2011/2012,Sunderland,Fulham,D
2,3,19-11-2011,2011/2012,Stoke City,Queens Park Rangers,A
1,2,19-11-2011,2011/2012,Norwich City,Arsenal,A
2,1,19-11-2011,2011/2012,Everton,Wolverhampton Wanderers,H
2,1,19-11-2011,2011/2012,West Bromwich Albion,Bolton Wanderers,H
3,3,19-11-2011,2011/2012,Wigan Athletic,Blackburn Rovers,D
0,1,19-11-2011,2011/2012,Swansea City,Manchester United,A
1,2,20-11-2011,2011/2012,Chelsea,Liverpool,A
2,0,21-11-2011,2011/2012,Tottenham Hotspur,Aston Villa,H
1,3,26-11-2011,2011/2012,West Bromwich Albion,Tottenham Hotspur,A
1,1,26-11-2011,2011/2012,Arsenal,Fulham,D
2,1,26-11-2011,2011/2012,Norwich City,Queens Park Rangers,H
3,0,26-11-2011,2011/2012,Chelsea,Wolverhampton Wanderers,H
1,1,26-11-2011,2011/2012,Manchester United,Newcastle United,D
3,1,26-11-2011,2011/2012,Stoke City,Blackburn Rovers,H
1,2,26-11-2011,2011/2012,Sunderland,Wigan Athletic,A
0,2,26-11-2011,2011/2012,Bolton Wanderers,Everton,A
1,1,27-11-2011,2011/2012,Liverpool,Manchester City,D
0,0,27-11-2011,2011/2012,Swansea City,Aston Villa,D
0,4,03-12-2011,2011/2012,Wigan Athletic,Arsenal,A
5,1,03-12-2011,2011/2012,Manchester City,Norwich City,H
1,1,03-12-2011,2011/2012,Queens Park Rangers,West Bromwich Albion,D
4,2,03-12-2011,2011/2012,Blackburn Rovers,Swansea City,H
0,3,03-12-2011,2011/2012,Newcastle United,Chelsea,A
0,1,03-12-2011,2011/2012,Aston Villa,Manchester United,A
3,0,03-12-2011,2011/2012,Tottenham Hotspur,Bolton Wanderers,H
0,1,04-12-2011,2011/2012,Everton,Stoke City,A
2,1,04-12-2011,2011/2012,Wolverhampton Wanderers,Sunderland,H
1,0,05-12-2011,2011/2012,Fulham,Liverpool,H
4,2,10-12-2011,2011/2012,Norwich City,Newcastle United,H
1,0,10-12-2011,2011/2012,Liverpool,Queens Park Rangers,H
2,0,10-12-2011,2011/2012,Swansea City,Fulham,H
1,0,10-12-2011,2011/2012,Arsenal,Everton,H
4,1,10-12-2011,2011/2012,Manchester United,Wolverhampton Wanderers,H
1,2,10-12-2011,2011/2012,West Bromwich Albion,Wigan Athletic,A
1,2,10-12-2011,2011/2012,Bolton Wanderers,Aston Villa,A
2,1,11-12-2011,2011/2012,Sunderland,Blackburn Rovers,H
2,1,11-12-2011,2011/2012,Stoke City,Tottenham Hotspur,H
2,1,12-12-2011,2011/2012,Chelsea,Manchester City,H
0,0,17-12-2011,2011/2012,Newcastle United,Swansea City,D
1,1,17-12-2011,2011/2012,Wigan Athletic,Chelsea,D
1,1,17-12-2011,2011/2012,Everton,Norwich City,D
1,2,17-12-2011,2011/2012,Blackburn Rovers,West Bromwich Albion,A
1,2,17-12-2011,2011/2012,Wolverhampton Wanderers,Stoke City,A
2,0,17-12-2011,2011/2012,Fulham,Bolton Wanderers,H
1,0,18-12-2011,2011/2012,Tottenham Hotspur,Sunderland,H
0,2,18-12-2011,2011/2012,Aston Villa,Liverpool,A
1,0,18-12-2011,2011/2012,Manchester City,Arsenal,H
0,2,18-12-2011,2011/2012,Queens Park Rangers,Manchester United,A
2,2,20-12-2011,2011/2012,Wolverhampton Wanderers,Norwich City,D
1,2,20-12-2011,2011/2012,Blackburn Rovers,Bolton Wanderers,A
3,0,21-12-2011,2011/2012,Manchester City,Stoke City,H
0,0,21-12-2011,2011/2012,Wigan Athletic,Liverpool,D
2,3,21-12-2011,2011/2012,Newcastle United,West Bromwich Albion,A
1,0,21-12-2011,2011/2012,Everton,Swansea City,H
0,5,21-12-2011,2011/2012,Fulham,Manchester United,A
2,3,21-12-2011,2011/2012,Queens Park Rangers,Sunderland,A
1,2,21-12-2011,2011/2012,Aston Villa,Arsenal,A
1,1,22-12-2011,2011/2012,Tottenham Hotspur,Chelsea,D
0,0,26-12-2011,2011/2012,West Bromwich Albion,Manchester City,D
5,0,26-12-2011,2011/2012,Manchester United,Wigan Athletic,H
0,2,26-12-2011,2011/2012,Bolton Wanderers,Newcastle United,A
1,1,26-12-2011,2011/2012,Sunderland,Everton,D
1,1,26-12-2011,2011/2012,Liverpool,Blackburn Rovers,D
0,0,26-12-2011,2011/2012,Stoke City,Aston Villa,D
1,1,26-12-2011,2011/2012,Chelsea,Fulham,D
0,2,27-12-2011,2011/2012,Norwich City,Tottenham Hotspur,A
1,1,27-12-2011,2011/2012,Swansea City,Queens Park Rangers,D
1,1,27-12-2011,2011/2012,Arsenal,Wolverhampton Wanderers,D
3,1,30-12-2011,2011/2012,Liverpool,Newcastle United,H
1,1,31-12-2011,2011/2012,Swansea City,Tottenham Hotspur,D
1,1,31-12-2011,2011/2012,Bolton Wanderers,Wolverhampton Wanderers,D
2,2,31-12-2011,2011/2012,Stoke City,Wigan Athletic,D
1,3,31-12-2011,2011/2012,Chelsea,Aston Villa,A
1,1,31-12-2011,2011/2012,Norwich City,Fulham,D
2,3,31-12-2011,2011/2012,Manchester United,Blackburn Rovers,A
1,0,31-12-2011,2011/2012,Arsenal,Queens Park Rangers,H
0,1,01-01-2012,2011/2012,West Bromwich Albion,Everton,A
1,0,01-01-2012,2011/2012,Sunderland,Manchester City,H
0,2,02-01-2012,2011/2012,Aston Villa,Swansea City,A
1,2,02-01-2012,2011/2012,Queens Park Rangers,Norwich City,A
1,2,02-01-2012,2011/2012,Wolverhampton Wanderers,Chelsea,A
1,2,02-01-2012,2011/2012,Blackburn Rovers,Stoke City,A
2,1,02-01-2012,2011/2012,Fulham,Arsenal,H
1,0,03-01-2012,2011/2012,Tottenham Hotspur,West Bromwich Albion,H
1,4,03-01-2012,2011/2012,Wigan Athletic,Sunderland,A
3,0,03-01-2012,2011/2012,Manchester City,Liverpool,H
1,2,04-01-2012,2011/2012,Everton,Bolton Wanderers,A
3,0,04-01-2012,2011/2012,Newcastle United,Manchester United,H
2,0,11-01-2012,2011/2012,Tottenham Hotspur,Everton,H
1,1,14-01-2012,2011/2012,Tottenham Hotspur,Wolverhampton Wanderers,D
1,0,14-01-2012,2011/2012,Chelsea,Sunderland,H
3,0,14-01-2012,2011/2012,Manchester United,Bolton Wanderers,H
0,0,14-01-2012,2011/2012,Liverpool,Stoke City,D
3,1,14-01-2012,2011/2012,Blackburn Rovers,Fulham,H
1,2,14-01-2012,2011/2012,West Bromwich Albion,Norwich City,A
1,1,14-01-2012,2011/2012,Aston Villa,Everton,D
1,0,15-01-2012,2011/2012,Newcastle United,Queens Park Rangers,H
3,2,15-01-2012,2011/2012,Swansea City,Arsenal,H
0,1,16-01-2012,2011/2012,Wigan Athletic,Manchester City,A
2,3,21-01-2012,2011/2012,Wolverhampton Wanderers,Aston Villa,A
1,2,21-01-2012,2011/2012,Stoke City,West Bromwich Albion,A
5,2,21-01-2012,2011/2012,Fulham,Newcastle United,H
3,1,21-01-2012,2011/2012,Bolton Wanderers,Liverpool,H
3,1,21-01-2012,2011/2012,Queens Park Rangers,Wigan Athletic,H
2,0,21-01-2012,2011/2012,Sunderland,Swansea City,H
0,0,21-01-2012,2011/2012,Norwich City,Chelsea,D
1,1,21-01-2012,2011/2012,Everton,Blackburn Rovers,D
1,2,22-01-2012,2011/2012,Arsenal,Manchester United,A
3,2,22-01-2012,2011/2012,Manchester City,Tottenham Hotspur,H
2,0,31-01-2012,2011/2012,Manchester United,Stoke City,H
1,1,31-01-2012,2011/2012,Swansea City,Chelsea,D
0,3,31-01-2012,2011/2012,Wolverhampton Wanderers,Liverpool,A
1,0,31-01-2012,2011/2012,Everton,Manchester City,H
3,1,31-01-2012,2011/2012,Tottenham Hotspur,Wigan Athletic,H
0,0,01-02-2012,2011/2012,Bolton Wanderers,Arsenal,D
3,0,01-02-2012,2011/2012,Sunderland,Norwich City,H
0,2,01-02-2012,2011/2012,Blackburn Rovers,Newcastle United,A
2,2,01-02-2012,2011/2012,Aston Villa,Queens Park Rangers,D
1,1,01-02-2012,2011/2012,Fulham,West Bromwich Albion,D
1,2,04-02-2012,2011/2012,West Bromwich Albion,Swansea City,A
2,0,04-02-2012,2011/2012,Norwich City,Bolton Wanderers,H
1,2,04-02-2012,2011/2012,Queens Park Rangers,Wolverhampton Wanderers,A
3,0,04-02-2012,2011/2012,Manchester City,Fulham,H
1,1,04-02-2012,2011/2012,Wigan Athletic,Everton,D
7,1,04-02-2012,2011/2012,Arsenal,Blackburn Rovers,H
0,1,04-02-2012,2011/2012,Stoke City,Sunderland,A
3,3,05-02-2012,2011/2012,Chelsea,Manchester United,D
2,1,05-02-2012,2011/2012,Newcastle United,Aston Villa,H
0,0,06-02-2012,2011/2012,Liverpool,Tottenham Hotspur,D
3,2,11-02-2012,2011/2012,Blackburn Rovers,Queens Park Rangers,H
2,3,11-02-2012,2011/2012,Swansea City,Norwich City,A
2,1,11-02-2012,2011/2012,Fulham,Stoke City,H
5,0,11-02-2012,2011/2012,Tottenham Hotspur,Newcastle United,H
1,2,11-02-2012,2011/2012,Bolton Wanderers,Wigan Athletic,A
2,0,11-02-2012,2011/2012,Everton,Chelsea,H
1,2,11-02-2012,2011/2012,Sunderland,Arsenal,A
2,1,11-02-2012,2011/2012,Manchester United,Liverpool,H
0,1,12-02-2012,2011/2012,Aston Villa,Manchester City,A
1,5,12-02-2012,2011/2012,Wolverhampton Wanderers,West Bromwich Albion,A
0,0,25-02-2012,2011/2012,Wigan Athletic,Aston Villa,D
3,0,25-02-2012,2011/2012,Manchester City,Blackburn Rovers,H
3,0,25-02-2012,2011/2012,Chelsea,Bolton Wanderers,H
2,2,25-02-2012,2011/2012,Newcastle United,Wolverhampton Wanderers,D
4,0,25-02-2012,2011/2012,West Bromwich Albion,Sunderland,H
0,1,25-02-2012,2011/2012,Queens Park Rangers,Fulham,A
1,2,26-02-2012,2011/2012,Norwich City,Manchester United,A
5,2,26-02-2012,2011/2012,Arsenal,Tottenham Hotspur,H
2,0,26-02-2012,2011/2012,Stoke City,Swansea City,H
1,1,03-03-2012,2011/2012,Queens Park Rangers,Everton,D
1,0,03-03-2012,2011/2012,Stoke City,Norwich City,H
1,0,03-03-2012,2011/2012,West Bromwich Albion,Chelsea,H
0,2,03-03-2012,2011/2012,Wigan Athletic,Swansea City,A
2,0,03-03-2012,2011/2012,Manchester City,Bolton Wanderers,H
1,1,03-03-2012,2011/2012,Blackburn Rovers,Aston Villa,D
1,2,03-03-2012,2011/2012,Liverpool,Arsenal,A
5,0,04-03-2012,2011/2012,Fulham,Wolverhampton Wanderers,H
1,1,04-03-2012,2011/2012,Newcastle United,Sunderland,D
1,3,04-03-2012,2011/2012,Tottenham Hotspur,Manchester United,A
1,0,10-03-2012,2011/2012,Aston Villa,Fulham,H
1,0,10-03-2012,2011/2012,Chelsea,Stoke City,H
1,0,10-03-2012,2011/2012,Everton,Tottenham Hotspur,H
2,1,10-03-2012,2011/2012,Bolton Wanderers,Queens Park Rangers,H
0,2,10-03-2012,2011/2012,Wolverhampton Wanderers,Blackburn Rovers,A
1,0,10-03-2012,2011/2012,Sunderland,Liverpool,H
1,1,11-03-2012,2011/2012,Norwich City,Wigan Athletic,D
1,0,11-03-2012,2011/2012,Swansea City,Manchester City,H
2,0,11-03-2012,2011/2012,Manchester United,West Bromwich Albion,H
2,1,12-03-2012,2011/2012,Arsenal,Newcastle United,H
3,0,13-03-2012,2011/2012,Liverpool,Everton,H
0,3,17-03-2012,2011/2012,Fulham,Swansea City,A
1,1,17-03-2012,2011/2012,Wigan Athletic,West Bromwich Albion,D
0,5,18-03-2012,2011/2012,Wolverhampton Wanderers,Manchester United,A
1,0,18-03-2012,2011/2012,Newcastle United,Norwich City,H
2,0,20-03-2012,2011/2012,Blackburn Rovers,Sunderland,H
0,1,21-03-2012,2011/2012,Everton,Arsenal,A
2,1,21-03-2012,2011/2012,Manchester City,Chelsea,H
1,1,21-03-2012,2011/2012,Tottenham Hotspur,Stoke City,D
3,2,21-03-2012,2011/2012,Queens Park Rangers,Liverpool,H
2,1,24-03-2012,2011/2012,Bolton Wanderers,Blackburn Rovers,H
0,2,24-03-2012,2011/2012,Swansea City,Everton,A
1,1,24-03-2012,2011/2012,Stoke City,Manchester City,D
3,1,24-03-2012,2011/2012,Sunderland,Queens Park Rangers,H
0,0,24-03-2012,2011/2012,Chelsea,Tottenham Hotspur,D
1,2,24-03-2012,2011/2012,Liverpool,Wigan Athletic,A
2,1,24-03-2012,2011/2012,Norwich City,Wolverhampton Wanderers,H
3,0,24-03-2012,2011/2012,Arsenal,Aston Villa,H
1,3,25-03-2012,2011/2012,West Bromwich Albion,Newcastle United,A
1,0,26-03-2012,2011/2012,Manchester United,Fulham,H
2,4,31-03-2012,2011/2012,Aston Villa,Chelsea,A
2,1,31-03-2012,2011/2012,Fulham,Norwich City,H
2,0,31-03-2012,2011/2012,Everton,West Bromwich Albion,H
3,3,31-03-2012,2011/2012,Manchester City,Sunderland,D
2,3,31-03-2012,2011/2012,Wolverhampton Wanderers,Bolton Wanderers,A
2,1,31-03-2012,2011/2012,Queens Park Rangers,Arsenal,H
2,0,31-03-2012,2011/2012,Wigan Athletic,Stoke City,H
2,0,01-04-2012,2011/2012,Newcastle United,Liverpool,H
3,1,01-04-2012,2011/2012,Tottenham Hotspur,Swansea City,H
0,2,02-04-2012,2011/2012,Blackburn Rovers,Manchester United,A
0,2,06-04-2012,2011/2012,Swansea City,Newcastle United,A
0,0,07-04-2012,2011/2012,Sunderland,Tottenham Hotspur,D
2,1,07-04-2012,2011/2012,Chelsea,Wigan Athletic,H
1,1,07-04-2012,2011/2012,Liverpool,Aston Villa,D
0,3,07-04-2012,2011/2012,Bolton Wanderers,Fulham,A
2,1,07-04-2012,2011/2012,Stoke City,Wolverhampton Wanderers,H
2,2,07-04-2012,2011/2012,Norwich City,Everton,D
3,0,07-04-2012,2011/2012,West Bromwich Albion,Blackburn Rovers,H
2,0,08-04-2012,2011/2012,Manchester United,Queens Park Rangers,H
1,0,08-04-2012,2011/2012,Arsenal,Manchester City,H
2,0,09-04-2012,2011/2012,Newcastle United,Bolton Wanderers,H
4,0,09-04-2012,2011/2012,Everton,Sunderland,H
1,1,09-04-2012,2011/2012,Fulham,Chelsea,D
1,2,09-04-2012,2011/2012,Tottenham Hotspur,Norwich City,A
1,1,09-04-2012,2011/2012,Aston Villa,Stoke City,D
2,3,10-04-2012,2011/2012,Blackburn Rovers,Liverpool,A
1,0,11-04-2012,2011/2012,Wigan Athletic,Manchester United,H
3,0,11-04-2012,2011/2012,Queens Park Rangers,Swansea City,H
0,3,11-04-2012,2011/2012,Wolverhampton Wanderers,Arsenal,A
4,0,11-04-2012,2011/2012,Manchester City,West Bromwich Albion,H
1,6,14-04-2012,2011/2012,Norwich City,Manchester City,A
1,0,14-04-2012,2011/2012,West Bromwich Albion,Queens Park Rangers,H
0,0,14-04-2012,2011/2012,Sunderland,Wolverhampton Wanderers,D
3,0,14-04-2012,2011/2012,Swansea City,Blackburn Rovers,H
4,0,15-04-2012,2011/2012,Manchester United,Aston Villa,H
1,2,16-04-2012,2011/2012,Arsenal,Wigan Athletic,A
1,1,21-04-2012,2011/2012,Bolton Wanderers,Swansea City,D
2,0,21-04-2012,2011/2012,Blackburn Rovers,Norwich City,H
3,0,21-04-2012,2011/2012,Newcastle United,Stoke City,H
0,0,21-04-2012,2011/2012,Arsenal,Chelsea,D
2,1,21-04-2012,2011/2012,Fulham,Wigan Athletic,H
1,0,21-04-2012,2011/2012,Queens Park Rangers,Tottenham Hotspur,H
0,0,21-04-2012,2011/2012,Aston Villa,Sunderland,D
4,4,22-04-2012,2011/2012,Manchester United,Everton,D
0,1,22-04-2012,2011/2012,Liverpool,West Bromwich Albion,A
0,2,22-04-2012,2011/2012,Wolverhampton Wanderers,Manchester City,A
1,2,24-04-2012,2011/2012,Aston Villa,Bolton Wanderers,A
4,0,28-04-2012,2011/2012,Wigan Athletic,Newcastle United,H
1,1,28-04-2012,2011/2012,Stoke City,Arsenal,D
4,0,28-04-2012,2011/2012,Everton,Fulham,H
4,4,28-04-2012,2011/2012,Swansea City,Wolverhampton Wanderers,D
2,2,28-04-2012,2011/2012,Sunderland,Bolton Wanderers,D
0,0,28-04-2012,2011/2012,West Bromwich Albion,Aston Villa,D
0,3,28-04-2012,2011/2012,Norwich City,Liverpool,A
2,0,29-04-2012,2011/2012,Tottenham Hotspur,Blackburn Rovers,H
6,1,29-04-2012,2011/2012,Chelsea,Queens Park Rangers,H
1,0,30-04-2012,2011/2012,Manchester City,Manchester United,H
1,1,01-05-2012,2011/2012,Stoke City,Everton,D
0,1,01-05-2012,2011/2012,Liverpool,Fulham,A
1,4,02-05-2012,2011/2012,Bolton Wanderers,Tottenham Hotspur,A
0,2,02-05-2012,2011/2012,Chelsea,Newcastle United,A
3,3,05-05-2012,2011/2012,Arsenal,Norwich City,D
0,2,06-05-2012,2011/2012,Newcastle United,Manchester City,A
1,0,06-05-2012,2011/2012,Queens Park Rangers,Stoke City,H
2,0,06-05-2012,2011/2012,Manchester United,Swansea City,H
2,2,06-05-2012,2011/2012,Bolton Wanderers,West Bromwich Albion,D
2,1,06-05-2012,2011/2012,Fulham,Sunderland,H
1,1,06-05-2012,2011/2012,Aston Villa,Tottenham Hotspur,D
0,0,06-05-2012,2011/2012,Wolverhampton Wanderers,Everton,D
0,1,07-05-2012,2011/2012,Blackburn Rovers,Wigan Athletic,A
4,1,08-05-2012,2011/2012,Liverpool,Chelsea,H
3,1,13-05-2012,2011/2012,Everton,Newcastle United,H
2,0,13-05-2012,2011/2012,Tottenham Hotspur,Fulham,H
2,1,13-05-2012,2011/2012,Chelsea,Blackburn Rovers,H
2,2,13-05-2012,2011/2012,Stoke City,Bolton Wanderers,D
3,2,13-05-2012,2011/2012,Wigan Athletic,Wolverhampton Wanderers,H
3,2,13-05-2012,2011/2012,Manchester City,Queens Park Rangers,H
2,0,13-05-2012,2011/2012,Norwich City,Aston Villa,H
1,0,13-05-2012,2011/2012,Swansea City,Liverpool,H
2,3,13-05-2012,2011/2012,West Bromwich Albion,Arsenal,A
0,1,13-05-2012,2011/2012,Sunderland,Manchester United,A
