FTHG,FTAG,Date,season,HomeTeam,AwayTeam,FTR
4,1,09-11-2013,2013/2014,Southampton,Hull City,H
1,0,10-11-2013,2013/2014,Sunderland,Manchester City,H
3,3,10-11-2013,2013/2014,Swansea City,Stoke City,D
1,0,10-11-2013,2013/2014,Manchester United,Arsenal,H
0,1,10-11-2013,2013/2014,Tottenham Hotspur,Newcastle United,A
2,0,23-11-2013,2013/2014,Stoke City,Sunderland,H
3,3,23-11-2013,2013/2014,Everton,Liverpool,D
2,1,23-11-2013,2013/2014,Newcastle United,Norwich City,H
1,2,23-11-2013,2013/2014,Fulham,Swansea City,A
0,1,23-11-2013,2013/2014,Hull City,Crystal Palace,A
2,0,23-11-2013,2013/2014,Arsenal,Southampton,H
0,3,23-11-2013,2013/2014,West Ham United,Chelsea,A
2,2,24-11-2013,2013/2014,Cardiff City,Manchester United,D
6,0,24-11-2013,2013/2014,Manchester City,Tottenham Hotspur,H
2,2,25-11-2013,2013/2014,West Bromwich Albion,Aston Villa,D
0,0,30-11-2013,2013/2014,Aston Villa,Sunderland,D
1,0,30-11-2013,2013/2014,Norwich City,Crystal Palace,H
0,3,30-11-2013,2013/2014,Cardiff City,Arsenal,A
4,0,30-11-2013,2013/2014,Everton,Stoke City,H
3,0,30-11-2013,2013/2014,West Ham United,Fulham,H
2,1,30-11-2013,2013/2014,Newcastle United,West Bromwich Albion,H
3,0,01-12-2013,2013/2014,Manchester City,Swansea City,H
3,1,01-12-2013,2013/2014,Hull City,Liverpool,H
3,1,01-12-2013,2013/2014,Chelsea,Southampton,H
2,2,01-12-2013,2013/2014,Tottenham Hotspur,Manchester United,D
1,0,03-12-2013,2013/2014,Crystal Palace,West Ham United,H
2,3,04-12-2013,2013/2014,West Bromwich Albion,Manchester City,A
0,0,04-12-2013,2013/2014,Stoke City,Cardiff City,D
0,1,04-12-2013,2013/2014,Manchester United,Everton,A
1,2,04-12-2013,2013/2014,Fulham,Tottenham Hotspur,A
2,0,04-12-2013,2013/2014,Arsenal,Hull City,H
3,0,04-12-2013,2013/2014,Swansea City,Newcastle United,H
3,4,04-12-2013,2013/2014,Sunderland,Chelsea,A
5,1,04-12-2013,2013/2014,Liverpool,Norwich City,H
2,3,04-12-2013,2013/2014,Southampton,Aston Villa,A
1,1,07-12-2013,2013/2014,Southampton,Manchester City,D
1,2,07-12-2013,2013/2014,Sunderland,Tottenham Hotspur,A
0,2,07-12-2013,2013/2014,West Bromwich Albion,Norwich City,A
2,0,07-12-2013,2013/2014,Crystal Palace,Cardiff City,H
0,1,07-12-2013,2013/2014,Manchester United,Newcastle United,A
4,1,07-12-2013,2013/2014,Liverpool,West Ham United,H
3,2,07-12-2013,2013/2014,Stoke City,Chelsea,H
2,0,08-12-2013,2013/2014,Fulham,Aston Villa,H
1,1,08-12-2013,2013/2014,Arsenal,Everton,D
1,1,09-12-2013,2013/2014,Swansea City,Hull City,D
0,0,14-12-2013,2013/2014,Hull City,Stoke City,D
1,0,14-12-2013,2013/2014,Cardiff City,West Bromwich Albion,H
6,3,14-12-2013,2013/2014,Manchester City,Arsenal,H
2,1,14-12-2013,2013/2014,Chelsea,Crystal Palace,H
4,1,14-12-2013,2013/2014,Everton,Fulham,H
1,1,14-12-2013,2013/2014,Newcastle United,Southampton,D
0,0,14-12-2013,2013/2014,West Ham United,Sunderland,D
0,5,15-12-2013,2013/2014,Tottenham Hotspur,Liverpool,A
1,1,15-12-2013,2013/2014,Norwich City,Swansea City,D
0,3,15-12-2013,2013/2014,Aston Villa,Manchester United,A
1,1,21-12-2013,2013/2014,West Bromwich Albion,Hull City,D
2,1,21-12-2013,2013/2014,Stoke City,Aston Villa,H
3,1,21-12-2013,2013/2014,Liverpool,Cardiff City,H
0,3,21-12-2013,2013/2014,Crystal Palace,Newcastle United,A
0,0,21-12-2013,2013/2014,Sunderland,Norwich City,D
3,1,21-12-2013,2013/2014,Manchester United,West Ham United,H
2,4,21-12-2013,2013/2014,Fulham,Manchester City,A
2,3,22-12-2013,2013/2014,Southampton,Tottenham Hotspur,A
1,2,22-12-2013,2013/2014,Swansea City,Everton,A
0,0,23-12-2013,2013/2014,Arsenal,Chelsea,D
2,3,26-12-2013,2013/2014,Hull City,Manchester United,A
2,1,26-12-2013,2013/2014,Manchester City,Liverpool,H
0,3,26-12-2013,2013/2014,Cardiff City,Southampton,A
1,3,26-12-2013,2013/2014,West Ham United,Arsenal,A
1,0,26-12-2013,2013/2014,Chelsea,Swansea City,H
1,1,26-12-2013,2013/2014,Tottenham Hotspur,West Bromwich Albion,D
0,1,26-12-2013,2013/2014,Everton,Sunderland,A
0,1,26-12-2013,2013/2014,Aston Villa,Crystal Palace,A
1,2,26-12-2013,2013/2014,Norwich City,Fulham,A
5,1,26-12-2013,2013/2014,Newcastle United,Stoke City,H
1,0,28-12-2013,2013/2014,Manchester City,Crystal Palace,H
1,1,28-12-2013,2013/2014,Aston Villa,Swansea City,D
6,0,28-12-2013,2013/2014,Hull City,Fulham,H
2,2,28-12-2013,2013/2014,Cardiff City,Sunderland,D
3,3,28-12-2013,2013/2014,West Ham United,West Bromwich Albion,D
0,1,28-12-2013,2013/2014,Norwich City,Manchester United,A
2,1,29-12-2013,2013/2014,Everton,Southampton,H
2,1,29-12-2013,2013/2014,Chelsea,Liverpool,H
3,0,29-12-2013,2013/2014,Tottenham Hotspur,Stoke City,H
0,1,29-12-2013,2013/2014,Newcastle United,Arsenal,A
1,1,01-01-2014,2013/2014,Crystal Palace,Norwich City,D
2,0,01-01-2014,2013/2014,Liverpool,Hull City,H
2,3,01-01-2014,2013/2014,Swansea City,Manchester City,A
0,3,01-01-2014,2013/2014,Southampton,Chelsea,A
1,2,01-01-2014,2013/2014,Manchester United,Tottenham Hotspur,A
0,1,01-01-2014,2013/2014,Sunderland,Aston Villa,A
1,0,01-01-2014,2013/2014,West Bromwich Albion,Newcastle United,H
2,0,01-01-2014,2013/2014,Arsenal,Cardiff City,H
2,1,01-01-2014,2013/2014,Fulham,West Ham United,H
1,1,01-01-2014,2013/2014,Stoke City,Everton,D
2,0,11-01-2014,2013/2014,Manchester United,Swansea City,H
1,4,11-01-2014,2013/2014,Fulham,Sunderland,A
2,0,11-01-2014,2013/2014,Tottenham Hotspur,Crystal Palace,H
0,2,11-01-2014,2013/2014,Hull City,Chelsea,A
2,0,11-01-2014,2013/2014,Everton,Norwich City,H
0,2,11-01-2014,2013/2014,Cardiff City,West Ham United,A
1,0,11-01-2014,2013/2014,Southampton,West Bromwich Albion,H
0,2,12-01-2014,2013/2014,Newcastle United,Manchester City,A
3,5,12-01-2014,2013/2014,Stoke City,Liverpool,A
1,2,13-01-2014,2013/2014,Aston Villa,Arsenal,A
2,2,18-01-2014,2013/2014,Sunderland,Southampton,D
2,0,18-01-2014,2013/2014,Arsenal,Fulham,H
1,0,18-01-2014,2013/2014,Crystal Palace,Stoke City,H
4,2,18-01-2014,2013/2014,Manchester City,Cardiff City,H
1,0,18-01-2014,2013/2014,Norwich City,Hull City,H
2,2,18-01-2014,2013/2014,Liverpool,Aston Villa,D
1,3,18-01-2014,2013/2014,West Ham United,Newcastle United,A
1,3,19-01-2014,2013/2014,Swansea City,Tottenham Hotspur,A
3,1,19-01-2014,2013/2014,Chelsea,Manchester United,H
1,1,20-01-2014,2013/2014,West Bromwich Albion,Everton,D
1,0,28-01-2014,2013/2014,Crystal Palace,Hull City,H
0,0,28-01-2014,2013/2014,Norwich City,Newcastle United,D
2,2,28-01-2014,2013/2014,Southampton,Arsenal,D
4,0,28-01-2014,2013/2014,Liverpool,Everton,H
2,0,28-01-2014,2013/2014,Swansea City,Fulham,H
2,0,28-01-2014,2013/2014,Manchester United,Cardiff City,H
1,5,29-01-2014,2013/2014,Tottenham Hotspur,Manchester City,A
0,0,29-01-2014,2013/2014,Chelsea,West Ham United,D
1,0,29-01-2014,2013/2014,Sunderland,Stoke City,H
4,3,29-01-2014,2013/2014,Aston Villa,West Bromwich Albion,H
2,1,01-02-2014,2013/2014,Cardiff City,Norwich City,H
0,3,01-02-2014,2013/2014,Fulham,Southampton,A
2,1,01-02-2014,2013/2014,Stoke City,Manchester United,H
0,3,01-02-2014,2013/2014,Newcastle United,Sunderland,A
2,1,01-02-2014,2013/2014,Everton,Aston Villa,H
2,0,01-02-2014,2013/2014,West Ham United,Swansea City,H
1,1,01-02-2014,2013/2014,Hull City,Tottenham Hotspur,D
1,1,02-02-2014,2013/2014,West Bromwich Albion,Liverpool,D
2,0,02-02-2014,2013/2014,Arsenal,Crystal Palace,H
0,1,03-02-2014,2013/2014,Manchester City,Chelsea,A
0,0,08-02-2014,2013/2014,Norwich City,Manchester City,D
3,1,08-02-2014,2013/2014,Crystal Palace,West Bromwich Albion,H
0,2,08-02-2014,2013/2014,Sunderland,Hull City,A
0,2,08-02-2014,2013/2014,Aston Villa,West Ham United,A
3,0,08-02-2014,2013/2014,Swansea City,Cardiff City,H
2,2,08-02-2014,2013/2014,Southampton,Stoke City,D
3,0,08-02-2014,2013/2014,Chelsea,Newcastle United,H
5,1,08-02-2014,2013/2014,Liverpool,Arsenal,H
1,0,09-02-2014,2013/2014,Tottenham Hotspur,Everton,H
2,2,09-02-2014,2013/2014,Manchester United,Fulham,D
2,0,11-02-2014,2013/2014,West Ham United,Norwich City,H
0,1,11-02-2014,2013/2014,Hull City,Southampton,A
0,0,11-02-2014,2013/2014,Cardiff City,Aston Villa,D
1,1,11-02-2014,2013/2014,West Bromwich Albion,Chelsea,D
2,3,12-02-2014,2013/2014,Fulham,Liverpool,A
1,1,12-02-2014,2013/2014,Stoke City,Swansea City,D
0,4,12-02-2014,2013/2014,Newcastle United,Tottenham Hotspur,A
0,0,12-02-2014,2013/2014,Arsenal,Manchester United,D
1,1,22-02-2014,2013/2014,West Bromwich Albion,Fulham,D
1,0,22-02-2014,2013/2014,Manchester City,Stoke City,H
1,0,22-02-2014,2013/2014,Chelsea,Everton,H
0,2,22-02-2014,2013/2014,Crystal Palace,Manchester United,A
4,1,22-02-2014,2013/2014,Arsenal,Sunderland,H
0,4,22-02-2014,2013/2014,Cardiff City,Hull City,A
3,1,22-02-2014,2013/2014,West Ham United,Southampton,H
1,0,23-02-2014,2013/2014,Newcastle United,Aston Villa,H
4,3,23-02-2014,2013/2014,Liverpool,Swansea City,H
1,0,23-02-2014,2013/2014,Norwich City,Tottenham Hotspur,H
1,0,01-03-2014,2013/2014,Stoke City,Arsenal,H
0,3,01-03-2014,2013/2014,Southampton,Liverpool,A
1,4,01-03-2014,2013/2014,Hull City,Newcastle United,A
1,0,01-03-2014,2013/2014,Everton,West Ham United,H
1,3,01-03-2014,2013/2014,Fulham,Chelsea,A
4,1,02-03-2014,2013/2014,Aston Villa,Norwich City,H
1,0,02-03-2014,2013/2014,Tottenham Hotspur,Cardiff City,H
1,1,02-03-2014,2013/2014,Swansea City,Crystal Palace,D
3,1,08-03-2014,2013/2014,Cardiff City,Fulham,H
0,3,08-03-2014,2013/2014,West Bromwich Albion,Manchester United,A
1,1,08-03-2014,2013/2014,Norwich City,Stoke City,D
0,1,08-03-2014,2013/2014,Crystal Palace,Southampton,A
4,0,08-03-2014,2013/2014,Chelsea,Tottenham Hotspur,H
3,1,15-03-2014,2013/2014,Stoke City,West Ham United,H
0,0,15-03-2014,2013/2014,Sunderland,Crystal Palace,D
1,0,15-03-2014,2013/2014,Fulham,Newcastle United,H
1,0,15-03-2014,2013/2014,Aston Villa,Chelsea,H
0,2,15-03-2014,2013/2014,Hull City,Manchester City,A
4,2,15-03-2014,2013/2014,Southampton,Norwich City,H
2,1,15-03-2014,2013/2014,Everton,Cardiff City,H
1,2,15-03-2014,2013/2014,Swansea City,West Bromwich Albion,A
0,1,16-03-2014,2013/2014,Tottenham Hotspur,Arsenal,A
0,3,16-03-2014,2013/2014,Manchester United,Liverpool,A
0,2,22-03-2014,2013/2014,West Ham United,Manchester United,A
3,6,22-03-2014,2013/2014,Cardiff City,Liverpool,A
1,0,22-03-2014,2013/2014,Newcastle United,Crystal Palace,H
5,0,22-03-2014,2013/2014,Manchester City,Fulham,H
2,0,22-03-2014,2013/2014,Hull City,West Bromwich Albion,H
2,0,22-03-2014,2013/2014,Norwich City,Sunderland,H
3,2,22-03-2014,2013/2014,Everton,Swansea City,H
6,0,22-03-2014,2013/2014,Chelsea,Arsenal,H
1,4,23-03-2014,2013/2014,Aston Villa,Stoke City,A
3,2,23-03-2014,2013/2014,Tottenham Hotspur,Southampton,H
0,3,25-03-2014,2013/2014,Manchester United,Manchester City,A
0,3,25-03-2014,2013/2014,Newcastle United,Everton,A
2,2,25-03-2014,2013/2014,Arsenal,Swansea City,D
2,1,26-03-2014,2013/2014,West Ham United,Hull City,H
2,1,26-03-2014,2013/2014,Liverpool,Sunderland,H
3,3,29-03-2014,2013/2014,West Bromwich Albion,Cardiff City,D
1,1,29-03-2014,2013/2014,Arsenal,Manchester City,D
4,1,29-03-2014,2013/2014,Manchester United,Aston Villa,H
3,0,29-03-2014,2013/2014,Swansea City,Norwich City,H
1,0,29-03-2014,2013/2014,Crystal Palace,Chelsea,H
1,0,29-03-2014,2013/2014,Stoke City,Hull City,H
4,0,29-03-2014,2013/2014,Southampton,Newcastle United,H
4,0,30-03-2014,2013/2014,Liverpool,Tottenham Hotspur,H
1,3,30-03-2014,2013/2014,Fulham,Everton,A
1,2,31-03-2014,2013/2014,Sunderland,West Ham United,A
0,1,05-04-2014,2013/2014,Norwich City,West Bromwich Albion,A
1,0,05-04-2014,2013/2014,Hull City,Swansea City,H
3,0,05-04-2014,2013/2014,Chelsea,Stoke City,H
1,2,05-04-2014,2013/2014,Aston Villa,Fulham,A
0,3,05-04-2014,2013/2014,Cardiff City,Crystal Palace,A
0,4,05-04-2014,2013/2014,Newcastle United,Manchester United,A
4,1,05-04-2014,2013/2014,Manchester City,Southampton,H
3,0,06-04-2014,2013/2014,Everton,Arsenal,H
1,2,06-04-2014,2013/2014,West Ham United,Liverpool,A
5,1,07-04-2014,2013/2014,Tottenham Hotspur,Sunderland,H
0,1,12-04-2014,2013/2014,Southampton,Cardiff City,A
1,0,12-04-2014,2013/2014,Stoke City,Newcastle United,H
1,0,12-04-2014,2013/2014,Fulham,Norwich City,H
0,1,12-04-2014,2013/2014,Sunderland,Everton,A
3,3,12-04-2014,2013/2014,West Bromwich Albion,Tottenham Hotspur,D
1,0,12-04-2014,2013/2014,Crystal Palace,Aston Villa,H
3,2,13-04-2014,2013/2014,Liverpool,Manchester City,H
0,1,13-04-2014,2013/2014,Swansea City,Chelsea,A
3,1,15-04-2014,2013/2014,Arsenal,West Ham United,H
2,2,16-04-2014,2013/2014,Manchester City,Sunderland,D
2,3,16-04-2014,2013/2014,Everton,Crystal Palace,A
0,0,19-04-2014,2013/2014,Aston Villa,Southampton,D
0,1,19-04-2014,2013/2014,West Ham United,Crystal Palace,A
3,1,19-04-2014,2013/2014,Tottenham Hotspur,Fulham,H
1,2,19-04-2014,2013/2014,Chelsea,Sunderland,A
1,2,19-04-2014,2013/2014,Newcastle United,Swansea City,A
1,1,19-04-2014,2013/2014,Cardiff City,Stoke City,D
2,0,20-04-2014,2013/2014,Everton,Manchester United,H
2,3,20-04-2014,2013/2014,Norwich City,Liverpool,A
0,3,20-04-2014,2013/2014,Hull City,Arsenal,A
3,1,21-04-2014,2013/2014,Manchester City,West Bromwich Albion,H
4,0,26-04-2014,2013/2014,Manchester United,Norwich City,H
2,2,26-04-2014,2013/2014,Fulham,Hull City,D
2,0,26-04-2014,2013/2014,Southampton,Everton,H
0,1,26-04-2014,2013/2014,Stoke City,Tottenham Hotspur,A
4,1,26-04-2014,2013/2014,Swansea City,Aston Villa,H
1,0,26-04-2014,2013/2014,West Bromwich Albion,West Ham United,H
4,0,27-04-2014,2013/2014,Sunderland,Cardiff City,H
0,2,27-04-2014,2013/2014,Crystal Palace,Manchester City,A
0,2,27-04-2014,2013/2014,Liverpool,Chelsea,A
3,0,28-04-2014,2013/2014,Arsenal,Newcastle United,H
0,1,03-05-2014,2013/2014,Manchester United,Sunderland,A
2,0,03-05-2014,2013/2014,West Ham United,Tottenham Hotspur,H
4,1,03-05-2014,2013/2014,Stoke City,Fulham,H
3,0,03-05-2014,2013/2014,Newcastle United,Cardiff City,H
2,3,03-05-2014,2013/2014,Everton,Manchester City,A
3,1,03-05-2014,2013/2014,Aston Villa,Hull City,H
0,1,03-05-2014,2013/2014,Swansea City,Southampton,A
1,0,04-05-2014,2013/2014,Arsenal,West Bromwich Albion,H
0,0,04-05-2014,2013/2014,Chelsea,Norwich City,D
3,3,05-05-2014,2013/2014,Crystal Palace,Liverpool,D
3,1,06-05-2014,2013/2014,Manchester United,Hull City,H
2,0,07-05-2014,2013/2014,Sunderland,West Bromwich Albion,H
4,0,07-05-2014,2013/2014,Manchester City,Aston Villa,H
2,1,11-05-2014,2013/2014,Liverpool,Newcastle United,H
2,0,11-05-2014,2013/2014,Manchester City,West Ham United,H
0,2,11-05-2014,2013/2014,Norwich City,Arsenal,A
1,2,11-05-2014,2013/2014,Cardiff City,Chelsea,A
0,2,11-05-2014,2013/2014,Hull City,Everton,A
1,2,11-05-2014,2013/2014,West Bromwich Albion,Stoke City,A
2,2,11-05-2014,2013/2014,Fulham,Crystal Palace,D
1,1,11-05-2014,2013/2014,Southampton,Manchester United,D
1,3,11-05-2014,2013/2014,Sunderland,Swansea City,A
3,0,11-05-2014,2013/2014,Tottenham Hotspur,Aston Villa,H
